线路编号,车次号,车站编号,到达时刻,发车时刻
4,418001,69,5:22:47,5:23:27
4,418001,68,5:25:28,5:26:03
4,418001,67,5:27:59,5:28:34
4,418001,66,5:29:58,5:30:33
4,418001,65,5:31:57,5:32:42
4,418001,64,5:34:03,5:34:43
4,418001,63,5:36:00,5:36:40
4,418001,62,5:38:28,5:39:08
4,418001,61,5:41:11,5:41:51
4,418001,60,5:43:27,5:44:07
4,418001,59,5:45:56,5:46:56
4,418003,82,5:09:30,5:10:00
4,418003,81,5:11:20,5:11:55
4,418003,80,5:13:08,5:13:43
4,418003,79,5:15:38,5:16:18
4,418003,78,5:18:31,5:19:11
4,418003,77,5:20:48,5:21:28
4,418003,76,5:22:56,5:23:41
4,418003,75,5:24:56,5:25:41
4,418003,74,5:27:08,5:27:43
4,418003,73,5:28:58,5:29:43
4,418003,72,5:31:10,5:31:40
4,418003,71,5:33:15,5:33:45
4,418003,70,5:35:09,5:35:54
4,418003,69,5:37:47,5:38:27
4,418003,68,5:40:28,5:41:03
4,418003,67,5:42:59,5:43:34
4,418003,66,5:44:58,5:45:33
4,418003,65,5:46:57,5:47:42
4,418003,64,5:49:03,5:49:43
4,418003,63,5:51:00,5:51:40
4,418003,62,5:53:28,5:54:08
4,418003,61,5:56:11,5:56:51
4,418003,60,5:58:27,5:59:07
4,418003,59,6:00:56,6:01:56
4,418005,82,5:19:30,5:20:00
4,418005,81,5:21:20,5:21:55
4,418005,80,5:23:08,5:23:43
4,418005,79,5:25:38,5:26:18
4,418005,78,5:28:31,5:29:11
4,418005,77,5:30:48,5:31:28
4,418005,76,5:32:56,5:33:41
4,418005,75,5:34:56,5:35:41
4,418005,74,5:37:08,5:37:43
4,418005,73,5:38:58,5:39:43
4,418005,72,5:41:10,5:41:40
4,418005,71,5:43:15,5:43:45
4,418005,70,5:45:09,5:45:54
4,418005,69,5:47:47,5:48:27
4,418005,68,5:50:28,5:51:03
4,418005,67,5:52:59,5:53:34
4,418005,66,5:54:58,5:55:33
4,418005,65,5:56:57,5:57:42
4,418005,64,5:59:03,5:59:43
4,418005,63,6:01:00,6:01:40
4,418005,62,6:03:28,6:04:08
4,418005,61,6:06:11,6:06:51
4,418005,60,6:08:27,6:09:07
4,418005,59,6:10:56,6:11:56
4,418007,82,5:27:30,5:28:00
4,418007,81,5:29:20,5:29:55
4,418007,80,5:31:08,5:31:43
4,418007,79,5:33:38,5:34:18
4,418007,78,5:36:31,5:37:11
4,418007,77,5:38:48,5:39:28
4,418007,76,5:40:56,5:41:41
4,418007,75,5:42:56,5:43:41
4,418007,74,5:45:08,5:45:43
4,418007,73,5:46:58,5:47:43
4,418007,72,5:49:10,5:49:40
4,418007,71,5:51:15,5:51:45
4,418007,70,5:53:09,5:53:54
4,418007,69,5:55:47,5:56:27
4,418007,68,5:58:28,5:59:03
4,418007,67,6:00:59,6:01:34
4,418007,66,6:02:58,6:03:33
4,418007,65,6:04:57,6:05:42
4,418007,64,6:07:03,6:07:43
4,418007,63,6:09:00,6:09:40
4,418007,62,6:11:28,6:12:08
4,418007,61,6:14:11,6:14:51
4,418007,60,6:16:27,6:17:07
4,418007,59,6:18:56,6:19:56
4,418009,82,5:35:30,5:36:00
4,418009,81,5:37:20,5:37:55
4,418009,80,5:39:08,5:39:43
4,418009,79,5:41:38,5:42:18
4,418009,78,5:44:31,5:45:11
4,418009,77,5:46:48,5:47:28
4,418009,76,5:48:56,5:49:41
4,418009,75,5:50:56,5:51:41
4,418009,74,5:53:08,5:53:43
4,418009,73,5:54:58,5:55:43
4,418009,72,5:57:10,5:57:40
4,418009,71,5:59:15,5:59:45
4,418009,70,6:01:09,6:01:54
4,418009,69,6:03:47,6:04:27
4,418009,68,6:06:28,6:07:03
4,418009,67,6:08:59,6:09:34
4,418009,66,6:10:58,6:11:33
4,418009,65,6:12:57,6:13:42
4,418009,64,6:15:03,6:15:43
4,418009,63,6:17:00,6:17:40
4,418009,62,6:19:28,6:20:08
4,418009,61,6:22:11,6:22:51
4,418009,60,6:24:27,6:25:07
4,418009,59,6:26:56,6:27:56
4,418011,82,5:46:56,5:47:26
4,418011,81,5:48:46,5:49:21
4,418011,80,5:50:34,5:51:09
4,418011,79,5:53:04,5:53:44
4,418011,78,5:55:57,5:56:37
4,418011,77,5:58:14,5:58:54
4,418011,76,6:00:22,6:01:07
4,418011,75,6:02:22,6:03:07
4,418011,74,6:04:34,6:05:09
4,418011,73,6:06:24,6:07:09
4,418011,72,6:08:36,6:09:06
4,418011,71,6:10:41,6:11:11
4,418011,70,6:12:35,6:13:20
4,418011,69,6:15:13,6:15:53
4,418011,68,6:17:54,6:18:29
4,418011,67,6:20:25,6:21:00
4,418011,66,6:22:24,6:22:59
4,418011,65,6:24:23,6:25:08
4,418011,64,6:26:29,6:27:09
4,418011,63,6:28:26,6:29:06
4,418011,62,6:30:54,6:31:34
4,418011,61,6:33:37,6:34:17
4,418011,60,6:35:53,6:36:33
4,418011,59,6:38:22,6:39:22
4,418013,82,5:51:56,5:52:26
4,418013,81,5:53:46,5:54:21
4,418013,80,5:55:34,5:56:09
4,418013,79,5:58:04,5:58:44
4,418013,78,6:00:57,6:01:37
4,418013,77,6:03:14,6:03:54
4,418013,76,6:05:22,6:06:07
4,418013,75,6:07:22,6:08:07
4,418013,74,6:09:34,6:10:09
4,418013,73,6:11:24,6:12:09
4,418013,72,6:13:36,6:14:06
4,418013,71,6:15:41,6:16:11
4,418013,70,6:17:35,6:18:20
4,418013,69,6:20:13,6:20:53
4,418013,68,6:22:54,6:23:29
4,418013,67,6:25:25,6:26:00
4,418013,66,6:27:24,6:27:59
4,418013,65,6:29:23,6:30:08
4,418013,64,6:31:29,6:32:09
4,418013,63,6:33:26,6:34:06
4,418013,62,6:35:54,6:36:34
4,418013,61,6:38:37,6:39:17
4,418013,60,6:40:53,6:41:33
4,418013,59,6:43:22,6:44:22
4,418015,82,5:56:56,5:57:26
4,418015,81,5:58:46,5:59:21
4,418015,80,6:00:34,6:01:09
4,418015,79,6:03:04,6:03:44
4,418015,78,6:05:57,6:06:37
4,418015,77,6:08:14,6:08:54
4,418015,76,6:10:22,6:11:07
4,418015,75,6:12:22,6:13:07
4,418015,74,6:14:34,6:15:09
4,418015,73,6:16:24,6:17:09
4,418015,72,6:18:36,6:19:06
4,418015,71,6:20:41,6:21:11
4,418015,70,6:22:35,6:23:20
4,418015,69,6:25:13,6:25:53
4,418015,68,6:27:54,6:28:29
4,418015,67,6:30:25,6:31:00
4,418015,66,6:32:24,6:32:59
4,418015,65,6:34:23,6:35:08
4,418015,64,6:36:29,6:37:09
4,418015,63,6:38:26,6:39:06
4,418015,62,6:40:54,6:41:34
4,418015,61,6:43:37,6:44:17
4,418015,60,6:45:53,6:46:33
4,418015,59,6:48:22,6:49:22
4,418017,82,6:36:51,6:37:21
4,418017,81,6:38:41,6:39:16
4,418017,80,6:40:29,6:41:04
4,418017,79,6:42:59,6:43:39
4,418017,78,6:45:52,6:46:32
4,418017,77,6:48:09,6:48:49
4,418017,76,6:50:17,6:51:02
4,418017,75,6:52:17,6:53:02
4,418017,74,6:54:29,6:55:04
4,418017,73,6:56:19,6:57:04
4,418017,72,6:58:31,6:59:01
4,418017,71,7:00:36,7:01:06
4,418017,70,7:02:30,7:03:15
4,418017,69,7:05:08,7:05:48
4,418017,68,7:07:49,7:08:24
4,418017,67,7:10:20,7:10:55
4,418017,66,7:12:19,7:12:54
4,418017,65,7:14:18,7:15:03
4,418017,64,7:16:24,7:17:04
4,418017,63,7:18:21,7:19:01
4,418017,62,7:20:49,7:21:29
4,418017,61,7:23:32,7:24:12
4,418017,60,7:25:48,7:26:28
4,418017,59,7:28:17,7:29:17
4,418019,82,6:45:51,6:46:21
4,418019,81,6:47:41,6:48:16
4,418019,80,6:49:29,6:50:04
4,418019,79,6:51:59,6:52:39
4,418019,78,6:54:52,6:55:32
4,418019,77,6:57:09,6:57:49
4,418019,76,6:59:17,7:00:02
4,418019,75,7:01:17,7:02:02
4,418019,74,7:03:29,7:04:04
4,418019,73,7:05:19,7:06:04
4,418019,72,7:07:31,7:08:01
4,418019,71,7:09:36,7:10:06
4,418019,70,7:11:30,7:12:15
4,418019,69,7:14:08,7:14:48
4,418019,68,7:16:49,7:17:24
4,418019,67,7:19:20,7:19:55
4,418019,66,7:21:19,7:21:54
4,418019,65,7:23:18,7:24:03
4,418019,64,7:25:24,7:26:04
4,418019,63,7:27:21,7:28:01
4,418019,62,7:29:49,7:30:29
4,418019,61,7:32:32,7:33:12
4,418019,60,7:34:48,7:35:28
4,418019,59,7:37:17,7:38:17
4,418021,82,6:51:51,6:52:21
4,418021,81,6:53:41,6:54:16
4,418021,80,6:55:29,6:56:04
4,418021,79,6:57:59,6:58:39
4,418021,78,7:00:52,7:01:32
4,418021,77,7:03:09,7:03:49
4,418021,76,7:05:17,7:06:02
4,418021,75,7:07:17,7:08:02
4,418021,74,7:09:29,7:10:04
4,418021,73,7:11:19,7:12:04
4,418021,72,7:13:31,7:14:01
4,418021,71,7:15:36,7:16:06
4,418021,70,7:17:30,7:18:15
4,418021,69,7:20:08,7:20:48
4,418021,68,7:22:49,7:23:24
4,418021,67,7:25:20,7:25:55
4,418021,66,7:27:19,7:27:54
4,418021,65,7:29:18,7:30:03
4,418021,64,7:31:24,7:32:04
4,418021,63,7:33:21,7:34:01
4,418021,62,7:35:49,7:36:29
4,418021,61,7:38:32,7:39:12
4,418021,60,7:40:48,7:41:28
4,418021,59,7:43:17,7:44:17
4,418023,82,6:56:36,6:57:06
4,418023,81,6:58:26,6:59:01
4,418023,80,7:00:14,7:00:49
4,418023,79,7:02:44,7:03:24
4,418023,78,7:05:37,7:06:17
4,418023,77,7:07:54,7:08:34
4,418023,76,7:10:02,7:10:47
4,418023,75,7:12:02,7:12:47
4,418023,74,7:14:14,7:14:49
4,418023,73,7:16:04,7:16:49
4,418023,72,7:18:16,7:18:46
4,418023,71,7:20:21,7:20:51
4,418023,70,7:22:15,7:23:00
4,418023,69,7:24:53,7:25:33
4,418023,68,7:27:34,7:28:09
4,418023,67,7:30:05,7:30:40
4,418023,66,7:32:04,7:32:39
4,418023,65,7:34:03,7:34:48
4,418023,64,7:36:09,7:36:49
4,418023,63,7:38:06,7:38:46
4,418023,62,7:40:34,7:41:14
4,418023,61,7:43:17,7:43:57
4,418023,60,7:45:33,7:46:13
4,418023,59,7:48:02,7:49:02
4,418025,82,7:00:51,7:01:21
4,418025,81,7:02:41,7:03:16
4,418025,80,7:04:29,7:05:04
4,418025,79,7:06:59,7:07:39
4,418025,78,7:09:52,7:10:32
4,418025,77,7:12:09,7:12:49
4,418025,76,7:14:17,7:15:02
4,418025,75,7:16:17,7:17:02
4,418025,74,7:18:29,7:19:04
4,418025,73,7:20:19,7:21:04
4,418025,72,7:22:31,7:23:01
4,418025,71,7:24:36,7:25:06
4,418025,70,7:26:30,7:27:15
4,418025,69,7:29:08,7:29:48
4,418025,68,7:31:49,7:32:24
4,418025,67,7:34:20,7:34:55
4,418025,66,7:36:19,7:36:54
4,418025,65,7:38:18,7:39:03
4,418025,64,7:40:24,7:41:04
4,418025,63,7:42:21,7:43:01
4,418025,62,7:44:49,7:45:29
4,418025,61,7:47:32,7:48:12
4,418025,60,7:49:48,7:50:28
4,418025,59,7:52:17,7:53:17
4,418027,82,7:06:51,7:07:21
4,418027,81,7:08:41,7:09:16
4,418027,80,7:10:29,7:11:04
4,418027,79,7:12:59,7:13:39
4,418027,78,7:15:52,7:16:32
4,418027,77,7:18:09,7:18:49
4,418027,76,7:20:17,7:21:02
4,418027,75,7:22:17,7:23:02
4,418027,74,7:24:29,7:25:04
4,418027,73,7:26:19,7:27:04
4,418027,72,7:28:31,7:29:01
4,418027,71,7:30:36,7:31:06
4,418027,70,7:32:30,7:33:15
4,418027,69,7:35:08,7:35:48
4,418027,68,7:37:49,7:38:24
4,418027,67,7:40:20,7:40:55
4,418027,66,7:42:19,7:42:54
4,418027,65,7:44:18,7:45:03
4,418027,64,7:46:24,7:47:04
4,418027,63,7:48:21,7:49:01
4,418027,62,7:50:49,7:51:29
4,418027,61,7:53:32,7:54:12
4,418027,60,7:55:48,7:56:28
4,418027,59,7:58:17,7:59:17
4,418029,82,7:12:51,7:13:21
4,418029,81,7:14:41,7:15:16
4,418029,80,7:16:29,7:17:04
4,418029,79,7:18:59,7:19:39
4,418029,78,7:21:52,7:22:32
4,418029,77,7:24:09,7:24:49
4,418029,76,7:26:17,7:27:02
4,418029,75,7:28:17,7:29:02
4,418029,74,7:30:29,7:31:04
4,418029,73,7:32:19,7:33:04
4,418029,72,7:34:31,7:35:01
4,418029,71,7:36:36,7:37:06
4,418029,70,7:38:30,7:39:15
4,418029,69,7:41:08,7:41:48
4,418029,68,7:43:49,7:44:24
4,418029,67,7:46:20,7:46:55
4,418029,66,7:48:19,7:48:54
4,418029,65,7:50:18,7:51:03
4,418029,64,7:52:24,7:53:04
4,418029,63,7:54:21,7:55:01
4,418029,62,7:56:49,7:57:29
4,418029,61,7:59:32,8:00:12
4,418029,60,8:01:48,8:02:28
4,418029,59,8:04:17,8:05:17
4,418031,82,7:18:51,7:19:21
4,418031,81,7:20:41,7:21:16
4,418031,80,7:22:29,7:23:04
4,418031,79,7:24:59,7:25:39
4,418031,78,7:27:52,7:28:32
4,418031,77,7:30:09,7:30:49
4,418031,76,7:32:17,7:33:02
4,418031,75,7:34:17,7:35:02
4,418031,74,7:36:29,7:37:04
4,418031,73,7:38:19,7:39:04
4,418031,72,7:40:31,7:41:01
4,418031,71,7:42:36,7:43:06
4,418031,70,7:44:30,7:45:15
4,418031,69,7:47:08,7:47:48
4,418031,68,7:49:49,7:50:24
4,418031,67,7:52:20,7:52:55
4,418031,66,7:54:19,7:54:54
4,418031,65,7:56:18,7:57:03
4,418031,64,7:58:24,7:59:04
4,418031,63,8:00:21,8:01:01
4,418031,62,8:02:49,8:03:29
4,418031,61,8:05:32,8:06:12
4,418031,60,8:07:48,8:08:28
4,418031,59,8:10:17,8:11:17
4,418033,82,7:24:51,7:25:21
4,418033,81,7:26:41,7:27:16
4,418033,80,7:28:29,7:29:04
4,418033,79,7:30:59,7:31:39
4,418033,78,7:33:52,7:34:32
4,418033,77,7:36:09,7:36:49
4,418033,76,7:38:17,7:39:02
4,418033,75,7:40:17,7:41:02
4,418033,74,7:42:29,7:43:04
4,418033,73,7:44:19,7:45:04
4,418033,72,7:46:31,7:47:01
4,418033,71,7:48:36,7:49:06
4,418033,70,7:50:30,7:51:15
4,418033,69,7:53:08,7:53:48
4,418033,68,7:55:49,7:56:24
4,418033,67,7:58:20,7:58:55
4,418033,66,8:00:19,8:00:54
4,418033,65,8:02:18,8:03:03
4,418033,64,8:04:24,8:05:04
4,418033,63,8:06:21,8:07:01
4,418033,62,8:08:49,8:09:29
4,418033,61,8:11:32,8:12:12
4,418033,60,8:13:48,8:14:28
4,418033,59,8:16:17,8:17:17
4,418035,82,7:30:51,7:31:21
4,418035,81,7:32:41,7:33:16
4,418035,80,7:34:29,7:35:04
4,418035,79,7:36:59,7:37:39
4,418035,78,7:39:52,7:40:32
4,418035,77,7:42:09,7:42:49
4,418035,76,7:44:17,7:45:02
4,418035,75,7:46:17,7:47:02
4,418035,74,7:48:29,7:49:04
4,418035,73,7:50:19,7:51:04
4,418035,72,7:52:31,7:53:01
4,418035,71,7:54:36,7:55:06
4,418035,70,7:56:30,7:57:15
4,418035,69,7:59:08,7:59:48
4,418035,68,8:01:49,8:02:24
4,418035,67,8:04:20,8:04:55
4,418035,66,8:06:19,8:06:54
4,418035,65,8:08:18,8:09:03
4,418035,64,8:10:24,8:11:04
4,418035,63,8:12:21,8:13:01
4,418035,62,8:14:49,8:15:29
4,418035,61,8:17:32,8:18:12
4,418035,60,8:19:48,8:20:28
4,418035,59,8:22:17,8:23:17
4,418037,82,7:42:51,7:43:21
4,418037,81,7:44:41,7:45:16
4,418037,80,7:46:29,7:47:04
4,418037,79,7:48:59,7:49:39
4,418037,78,7:51:52,7:52:32
4,418037,77,7:54:09,7:54:49
4,418037,76,7:56:17,7:57:02
4,418037,75,7:58:17,7:59:02
4,418037,74,8:00:29,8:01:04
4,418037,73,8:02:19,8:03:04
4,418037,72,8:04:31,8:05:01
4,418037,71,8:06:36,8:07:06
4,418037,70,8:08:30,8:09:15
4,418037,69,8:11:08,8:11:48
4,418037,68,8:13:49,8:14:24
4,418037,67,8:16:20,8:16:55
4,418037,66,8:18:19,8:18:54
4,418037,65,8:20:18,8:21:03
4,418037,64,8:22:24,8:23:04
4,418037,63,8:24:21,8:25:01
4,418037,62,8:26:49,8:27:29
4,418037,61,8:29:32,8:30:12
4,418037,60,8:31:48,8:32:28
4,418037,59,8:34:17,8:35:17
4,418039,82,8:12:51,8:13:21
4,418039,81,8:14:41,8:15:16
4,418039,80,8:16:29,8:17:04
4,418039,79,8:18:59,8:19:39
4,418039,78,8:21:52,8:22:32
4,418039,77,8:24:09,8:24:49
4,418039,76,8:26:17,8:27:02
4,418039,75,8:28:17,8:29:02
4,418039,74,8:30:29,8:31:04
4,418039,73,8:32:19,8:33:04
4,418039,72,8:34:31,8:35:01
4,418039,71,8:36:36,8:37:06
4,418039,70,8:38:30,8:39:15
4,418039,69,8:41:08,8:41:48
4,418039,68,8:43:49,8:44:24
4,418039,67,8:46:20,8:46:55
4,418039,66,8:48:19,8:48:54
4,418039,65,8:50:18,8:51:03
4,418039,64,8:52:24,8:53:04
4,418039,63,8:54:21,8:55:01
4,418039,62,8:56:49,8:57:29
4,418039,61,8:59:32,9:00:12
4,418039,60,9:01:48,9:02:28
4,418039,59,9:04:17,9:05:17
4,419001,93,5:29:30,5:30:00
4,419001,92,5:32:06,5:32:36
4,419001,91,5:35:37,5:36:07
4,419001,90,5:38:37,5:39:07
4,419001,89,5:40:51,5:41:21
4,419001,88,5:42:53,5:43:23
4,419001,87,5:44:55,5:45:25
4,419001,86,5:46:52,5:47:27
4,419001,85,5:48:56,5:49:31
4,419001,84,5:51:32,5:52:07
4,419001,83,5:57:22,5:57:57
4,419001,82,6:01:21,6:01:56
4,419001,81,6:03:16,6:03:51
4,419001,80,6:05:04,6:05:39
4,419001,79,6:07:34,6:08:14
4,419001,78,6:10:27,6:11:07
4,419001,77,6:12:44,6:13:24
4,419001,76,6:14:52,6:15:37
4,419001,75,6:16:52,6:17:37
4,419001,74,6:19:04,6:19:39
4,419001,73,6:20:54,6:21:39
4,419001,72,6:23:06,6:23:36
4,419001,71,6:25:11,6:25:41
4,419001,70,6:27:05,6:27:50
4,419001,69,6:29:43,6:30:23
4,419001,68,6:32:24,6:32:59
4,419001,67,6:34:55,6:35:30
4,419001,66,6:36:54,6:37:29
4,419001,65,6:38:53,6:39:38
4,419001,64,6:40:59,6:41:39
4,419001,63,6:42:56,6:43:36
4,419001,62,6:45:24,6:46:04
4,419001,61,6:48:07,6:48:47
4,419001,60,6:50:23,6:51:03
4,419001,59,6:52:52,6:53:52
4,419003,93,5:33:25,5:33:55
4,419003,92,5:36:01,5:36:31
4,419003,91,5:39:32,5:40:02
4,419003,90,5:42:32,5:43:02
4,419003,89,5:44:46,5:45:16
4,419003,88,5:46:48,5:47:18
4,419003,87,5:48:50,5:49:20
4,419003,86,5:50:47,5:51:22
4,419003,85,5:52:51,5:53:26
4,419003,84,5:55:27,5:56:02
4,419003,83,6:01:17,6:01:52
4,419003,82,6:05:16,6:05:51
4,419003,81,6:07:11,6:07:46
4,419003,80,6:08:59,6:09:34
4,419003,79,6:11:29,6:12:09
4,419003,78,6:14:22,6:15:02
4,419003,77,6:16:39,6:17:19
4,419003,76,6:18:47,6:19:32
4,419003,75,6:20:47,6:21:32
4,419003,74,6:22:59,6:23:34
4,419003,73,6:24:49,6:25:34
4,419003,72,6:27:01,6:27:31
4,419003,71,6:29:06,6:29:36
4,419003,70,6:31:00,6:31:45
4,419003,69,6:33:38,6:34:18
4,419003,68,6:36:19,6:36:54
4,419003,67,6:38:50,6:39:25
4,419003,66,6:40:49,6:41:24
4,419003,65,6:42:48,6:43:33
4,419003,64,6:44:54,6:45:34
4,419003,63,6:46:51,6:47:31
4,419003,62,6:49:19,6:49:59
4,419003,61,6:52:02,6:52:42
4,419003,60,6:54:18,6:54:58
4,419003,59,6:56:47,6:57:47
4,419005,93,5:37:25,5:37:55
4,419005,92,5:40:01,5:40:31
4,419005,91,5:43:32,5:44:02
4,419005,90,5:46:32,5:47:02
4,419005,89,5:48:46,5:49:16
4,419005,88,5:50:48,5:51:18
4,419005,87,5:52:50,5:53:20
4,419005,86,5:54:47,5:55:22
4,419005,85,5:56:51,5:57:26
4,419005,84,5:59:27,6:00:02
4,419005,83,6:05:17,6:05:52
4,419005,82,6:09:16,6:09:51
4,419005,81,6:11:11,6:11:46
4,419005,80,6:12:59,6:13:34
4,419005,79,6:15:29,6:16:09
4,419005,78,6:18:22,6:19:02
4,419005,77,6:20:39,6:21:19
4,419005,76,6:22:47,6:23:32
4,419005,75,6:24:47,6:25:32
4,419005,74,6:26:59,6:27:34
4,419005,73,6:28:49,6:29:34
4,419005,72,6:31:01,6:31:31
4,419005,71,6:33:06,6:33:36
4,419005,70,6:35:00,6:35:45
4,419005,69,6:37:38,6:38:18
4,419005,68,6:40:19,6:40:54
4,419005,67,6:42:50,6:43:25
4,419005,66,6:44:49,6:45:24
4,419005,65,6:46:48,6:47:33
4,419005,64,6:48:54,6:49:34
4,419005,63,6:50:51,6:51:31
4,419005,62,6:53:19,6:53:59
4,419005,61,6:56:02,6:56:42
4,419005,60,6:58:18,6:58:58
4,419005,59,7:00:47,7:01:47
4,419007,93,5:41:25,5:41:55
4,419007,92,5:44:01,5:44:31
4,419007,91,5:47:32,5:48:02
4,419007,90,5:50:32,5:51:02
4,419007,89,5:52:46,5:53:16
4,419007,88,5:54:48,5:55:18
4,419007,87,5:56:50,5:57:20
4,419007,86,5:58:47,5:59:22
4,419007,85,6:00:51,6:01:26
4,419007,84,6:03:27,6:04:02
4,419007,83,6:09:17,6:09:52
4,419007,82,6:13:16,6:13:51
4,419007,81,6:15:11,6:15:46
4,419007,80,6:16:59,6:17:34
4,419007,79,6:19:29,6:20:09
4,419007,78,6:22:22,6:23:02
4,419007,77,6:24:39,6:25:19
4,419007,76,6:26:47,6:27:32
4,419007,75,6:28:47,6:29:32
4,419007,74,6:30:59,6:31:34
4,419007,73,6:32:49,6:33:34
4,419007,72,6:35:01,6:35:31
4,419007,71,6:37:06,6:37:36
4,419007,70,6:39:00,6:39:45
4,419007,69,6:41:38,6:42:18
4,419007,68,6:44:19,6:44:54
4,419007,67,6:46:50,6:47:25
4,419007,66,6:48:49,6:49:24
4,419007,65,6:50:48,6:51:33
4,419007,64,6:52:54,6:53:34
4,419007,63,6:54:51,6:55:31
4,419007,62,6:57:19,6:57:59
4,419007,61,7:00:02,7:00:42
4,419007,60,7:02:18,7:02:58
4,419007,59,7:04:47,7:05:47
4,419009,93,5:45:25,5:45:55
4,419009,92,5:48:01,5:48:31
4,419009,91,5:51:32,5:52:02
4,419009,90,5:54:32,5:55:02
4,419009,89,5:56:46,5:57:16
4,419009,88,5:58:48,5:59:18
4,419009,87,6:00:50,6:01:20
4,419009,86,6:02:47,6:03:22
4,419009,85,6:04:51,6:05:26
4,419009,84,6:07:27,6:08:02
4,419009,83,6:13:17,6:13:52
4,419009,82,6:17:16,6:17:51
4,419009,81,6:19:11,6:19:46
4,419009,80,6:20:59,6:21:34
4,419009,79,6:23:29,6:24:09
4,419009,78,6:26:22,6:27:02
4,419009,77,6:28:39,6:29:19
4,419009,76,6:30:47,6:31:32
4,419009,75,6:32:47,6:33:32
4,419009,74,6:34:59,6:35:34
4,419009,73,6:36:49,6:37:34
4,419009,72,6:39:01,6:39:31
4,419009,71,6:41:06,6:41:36
4,419009,70,6:43:00,6:43:45
4,419009,69,6:45:38,6:46:18
4,419009,68,6:48:19,6:48:54
4,419009,67,6:50:50,6:51:25
4,419009,66,6:52:49,6:53:24
4,419009,65,6:54:48,6:55:33
4,419009,64,6:56:54,6:57:34
4,419009,63,6:58:51,6:59:31
4,419009,62,7:01:19,7:01:59
4,419009,61,7:04:02,7:04:42
4,419009,60,7:06:18,7:06:58
4,419009,59,7:08:47,7:09:47
4,419011,93,5:49:25,5:49:55
4,419011,92,5:52:01,5:52:31
4,419011,91,5:55:32,5:56:02
4,419011,90,5:58:32,5:59:02
4,419011,89,6:00:46,6:01:16
4,419011,88,6:02:48,6:03:18
4,419011,87,6:04:50,6:05:20
4,419011,86,6:06:47,6:07:22
4,419011,85,6:08:51,6:09:26
4,419011,84,6:11:27,6:12:02
4,419011,83,6:17:17,6:17:52
4,419011,82,6:21:16,6:21:51
4,419011,81,6:23:11,6:23:46
4,419011,80,6:24:59,6:25:34
4,419011,79,6:27:29,6:28:09
4,419011,78,6:30:22,6:31:02
4,419011,77,6:32:39,6:33:19
4,419011,76,6:34:47,6:35:32
4,419011,75,6:36:47,6:37:32
4,419011,74,6:38:59,6:39:34
4,419011,73,6:40:49,6:41:34
4,419011,72,6:43:01,6:43:31
4,419011,71,6:45:06,6:45:36
4,419011,70,6:47:00,6:47:45
4,419011,69,6:49:38,6:50:18
4,419011,68,6:52:19,6:52:54
4,419011,67,6:54:50,6:55:25
4,419011,66,6:56:49,6:57:24
4,419011,65,6:58:48,6:59:33
4,419011,64,7:00:54,7:01:34
4,419011,63,7:02:51,7:03:31
4,419011,62,7:05:19,7:05:59
4,419011,61,7:08:02,7:08:42
4,419011,60,7:10:18,7:10:58
4,419011,59,7:12:47,7:13:47
4,419013,93,5:53:25,5:53:55
4,419013,92,5:56:01,5:56:31
4,419013,91,5:59:32,6:00:02
4,419013,90,6:02:32,6:03:02
4,419013,89,6:04:46,6:05:16
4,419013,88,6:06:48,6:07:18
4,419013,87,6:08:50,6:09:20
4,419013,86,6:10:47,6:11:22
4,419013,85,6:12:51,6:13:26
4,419013,84,6:15:27,6:16:02
4,419013,83,6:21:17,6:21:52
4,419013,82,6:25:16,6:25:51
4,419013,81,6:27:11,6:27:46
4,419013,80,6:28:59,6:29:34
4,419013,79,6:31:29,6:32:09
4,419013,78,6:34:22,6:35:02
4,419013,77,6:36:39,6:37:19
4,419013,76,6:38:47,6:39:32
4,419013,75,6:40:47,6:41:32
4,419013,74,6:42:59,6:43:34
4,419013,73,6:44:49,6:45:34
4,419013,72,6:47:01,6:47:31
4,419013,71,6:49:06,6:49:36
4,419013,70,6:51:00,6:51:45
4,419013,69,6:53:38,6:54:18
4,419013,68,6:56:19,6:56:54
4,419013,67,6:58:50,6:59:25
4,419013,66,7:00:49,7:01:24
4,419013,65,7:02:48,7:03:33
4,419013,64,7:04:54,7:05:34
4,419013,63,7:06:51,7:07:31
4,419013,62,7:09:19,7:09:59
4,419013,61,7:12:02,7:12:42
4,419013,60,7:14:18,7:14:58
4,419013,59,7:16:47,7:17:47
4,419015,93,5:57:25,5:57:55
4,419015,92,6:00:01,6:00:31
4,419015,91,6:03:32,6:04:02
4,419015,90,6:06:32,6:07:02
4,419015,89,6:08:46,6:09:16
4,419015,88,6:10:48,6:11:18
4,419015,87,6:12:50,6:13:20
4,419015,86,6:14:47,6:15:22
4,419015,85,6:16:51,6:17:26
4,419015,84,6:19:27,6:20:02
4,419015,83,6:25:17,6:25:52
4,419015,82,6:29:16,6:29:51
4,419015,81,6:31:11,6:31:46
4,419015,80,6:32:59,6:33:34
4,419015,79,6:35:29,6:36:09
4,419015,78,6:38:22,6:39:02
4,419015,77,6:40:39,6:41:19
4,419015,76,6:42:47,6:43:32
4,419015,75,6:44:47,6:45:32
4,419015,74,6:46:59,6:47:34
4,419015,73,6:48:49,6:49:34
4,419015,72,6:51:01,6:51:31
4,419015,71,6:53:06,6:53:36
